phase,api,version,status,source_url,download_url,destination,error
fase-2,capitalization-title,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-capitalization-title.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-capitalization-title.yaml,open-insurance-apis\fase-2\capitalization-title\2.0.0\insurance-capitalization-title.yaml,
fase-2,capitalization-title,1.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-capitalization-title.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-capitalization-title.yaml,open-insurance-apis\fase-2\capitalization-title\1.5.0\insurance-capitalization-title.yaml,
fase-2,capitalization-title,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-capitalization-title.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-capitalization-title.yaml,open-insurance-apis\fase-2\capitalization-title\1.4.0\insurance-capitalization-title.yaml,
fase-2,capitalization-title,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-capitalization-title.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-capitalization-title.yaml,open-insurance-apis\fase-2\capitalization-title\1.3.0\insurance-capitalization-title.yaml,
fase-2,capitalization-title,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-capitalization-title.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-capitalization-title.yaml,open-insurance-apis\fase-2\capitalization-title\1.2.0\insurance-capitalization-title.yaml,
fase-2,consents,3.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/consents_v3.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/consents_v3.yaml,open-insurance-apis\fase-2\consents\3.0.0\consents_v3.yaml,
fase-2,consents,2.7.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/consents_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/consents_v2.yaml,open-insurance-apis\fase-2\consents\2.7.0\consents_v2.yaml,
fase-2,consents,2.6.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/75346546e4a45734963f9ca77bf492076bebe8af/documentation/source/files/swagger/consents_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/75346546e4a45734963f9ca77bf492076bebe8af/documentation/source/files/swagger/consents_v2.yaml,open-insurance-apis\fase-2\consents\2.6.0\consents_v2.yaml,
fase-2,consents,2.5.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/d5265a3cab54fc47aab4e929b0884e4271bef24f/documentation/source/files/swagger/consents_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/d5265a3cab54fc47aab4e929b0884e4271bef24f/documentation/source/files/swagger/consents_v2.yaml,open-insurance-apis\fase-2\consents\2.5.1\consents_v2.yaml,
fase-2,consents,2.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/consents_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/consents_v2.yaml,open-insurance-apis\fase-2\consents\2.5.0\consents_v2.yaml,
fase-2,customers,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/customers.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/customers.yaml,open-insurance-apis\fase-2\customers\2.0.0\customers.yaml,
fase-2,customers,1.6.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/customers.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/customers.yaml,open-insurance-apis\fase-2\customers\1.6.0\customers.yaml,
fase-2,customers,1.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/2e9a2d43d90e6662c2a4dcffc3b95d00d14d41f7/documentation/source/files/swagger/customers.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/2e9a2d43d90e6662c2a4dcffc3b95d00d14d41f7/documentation/source/files/swagger/customers.yaml,open-insurance-apis\fase-2\customers\1.5.0\customers.yaml,
fase-2,customers,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/3c0093e1514199badd1d929665664e31426de485/documentation/source/files/swagger/customers.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/3c0093e1514199badd1d929665664e31426de485/documentation/source/files/swagger/customers.yaml,open-insurance-apis\fase-2\customers\1.4.0\customers.yaml,
fase-2,customers,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/6f83996bfff655918badee9af2fd53ffb6552f89/documentation/source/files/swagger/customers.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/6f83996bfff655918badee9af2fd53ffb6552f89/documentation/source/files/swagger/customers.yaml,open-insurance-apis\fase-2\customers\1.3.0\customers.yaml,
fase-2,financial-assistence,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-financial-assistance.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-financial-assistance.yaml,open-insurance-apis\fase-2\financial-assistence\2.0.0\insurance-financial-assistance.yaml,
fase-2,financial-assistence,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-financial-assistance.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-financial-assistance.yaml,open-insurance-apis\fase-2\financial-assistence\1.3.0\insurance-financial-assistance.yaml,
fase-2,financial-assistence,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-financial-assistance.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-financial-assistance.yaml,open-insurance-apis\fase-2\financial-assistence\1.2.0\insurance-financial-assistance.yaml,
fase-2,financial-assistence,1.1.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-financial-assistance.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-financial-assistance.yaml,open-insurance-apis\fase-2\financial-assistence\1.1.0\insurance-financial-assistance.yaml,
fase-2,financial-risk,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-financial-risk.yaml,open-insurance-apis\fase-2\financial-risk\2.0.0\insurance-financial-risk.yaml,
fase-2,financial-risk,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-financial-risk.yaml,open-insurance-apis\fase-2\financial-risk\1.4.0\insurance-financial-risk.yaml,
fase-2,financial-risk,1.3.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/969db139f0ba8cc8b575921cb54532b82050a12e/documentation/source/files/swagger/insurance-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/969db139f0ba8cc8b575921cb54532b82050a12e/documentation/source/files/swagger/insurance-financial-risk.yaml,open-insurance-apis\fase-2\financial-risk\1.3.1\insurance-financial-risk.yaml,
fase-2,financial-risk,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-financial-risk.yaml,open-insurance-apis\fase-2\financial-risk\1.3.0\insurance-financial-risk.yaml,
fase-2,financial-risk,1.2.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-financial-risk.yaml,open-insurance-apis\fase-2\financial-risk\1.2.1\insurance-financial-risk.yaml,
fase-2,housing,,error,https://opinbrasil.atlassian.net/wiki/spaces/RDD/pages/4194521/API+-+Housing,,,Não encontrei Histórico de Versões para housing: https://opinbrasil.atlassian.net/wiki/spaces/RDD/pages/4194521/API+-+Housing
fase-2,life-pension,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-life-pension.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-life-pension.yaml,open-insurance-apis\fase-2\life-pension\2.0.0\insurance-life-pension.yaml,
fase-2,life-pension,1.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-life-pension.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-life-pension.yaml,open-insurance-apis\fase-2\life-pension\1.5.0\insurance-life-pension.yaml,
fase-2,life-pension,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-life-pension.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-life-pension.yaml,open-insurance-apis\fase-2\life-pension\1.4.0\insurance-life-pension.yaml,
fase-2,life-pension,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-life-pension.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-life-pension.yaml,open-insurance-apis\fase-2\life-pension\1.3.0\insurance-life-pension.yaml,
fase-2,life-pension,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-life-pension.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-life-pension.yaml,open-insurance-apis\fase-2\life-pension\1.2.0\insurance-life-pension.yaml,
fase-2,patrimonial,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-patrimonial.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-patrimonial.yaml,open-insurance-apis\fase-2\patrimonial\2.0.0\insurance-patrimonial.yaml,
fase-2,patrimonial,1.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-patrimonial.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-patrimonial.yaml,open-insurance-apis\fase-2\patrimonial\1.5.0\insurance-patrimonial.yaml,
fase-2,patrimonial,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/insurance-patrimonial.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/insurance-patrimonial.yaml,open-insurance-apis\fase-2\patrimonial\1.4.0\insurance-patrimonial.yaml,
fase-2,patrimonial,1.3.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-patrimonial.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-patrimonial.yaml,open-insurance-apis\fase-2\patrimonial\1.3.1\insurance-patrimonial.yaml,
fase-2,patrimonial,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-patrimonial.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-patrimonial.yaml,open-insurance-apis\fase-2\patrimonial\1.3.0\insurance-patrimonial.yaml,
fase-2,pension-plan,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-pension-plan.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-pension-plan.yaml,open-insurance-apis\fase-2\pension-plan\2.0.0\insurance-pension-plan.yaml,
fase-2,pension-plan,1.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-pension-plan.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-pension-plan.yaml,open-insurance-apis\fase-2\pension-plan\1.5.0\insurance-pension-plan.yaml,
fase-2,pension-plan,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-pension-plan.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e5e54393cafb0988de148ab4c594f86346752cbc/documentation/source/files/swagger/insurance-pension-plan.yaml,open-insurance-apis\fase-2\pension-plan\1.4.0\insurance-pension-plan.yaml,
fase-2,pension-plan,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-pension-plan.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/91d9549163c3a5af6abba582b9b99a44b1251b03/documentation/source/files/swagger/insurance-pension-plan.yaml,open-insurance-apis\fase-2\pension-plan\1.3.0\insurance-pension-plan.yaml,
fase-2,pension-plan,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-pension-plan.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-pension-plan.yaml,open-insurance-apis\fase-2\pension-plan\1.2.0\insurance-pension-plan.yaml,
fase-2,person,,error,https://opinbrasil.atlassian.net/wiki/spaces/RDD/pages/4129557/API+-+Person,,,Não encontrei Histórico de Versões para person: https://opinbrasil.atlassian.net/wiki/spaces/RDD/pages/4129557/API+-+Person
fase-2,resources,3.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/resources_v3.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/resources_v3.yaml,open-insurance-apis\fase-2\resources\3.0.0\resources_v3.yaml,
fase-2,resources,2.5.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/resources_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/resources_v2.yaml,open-insurance-apis\fase-2\resources\2.5.0\resources_v2.yaml,
fase-2,resources,2.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/resources_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bf3804bb85d8248a5ea5c45a0a656b732df4975f/documentation/source/files/swagger/resources_v2.yaml,open-insurance-apis\fase-2\resources\2.4.0\resources_v2.yaml,
fase-2,resources,2.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/3c0093e1514199badd1d929665664e31426de485/documentation/source/files/swagger/resources_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/3c0093e1514199badd1d929665664e31426de485/documentation/source/files/swagger/resources_v2.yaml,open-insurance-apis\fase-2\resources\2.3.0\resources_v2.yaml,
fase-2,resources,2.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/0f7c32d40d75e52f024db203762e98f340df7c13/documentation/source/files/swagger/resources_v2.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/0f7c32d40d75e52f024db203762e98f340df7c13/documentation/source/files/swagger/resources_v2.yaml,open-insurance-apis\fase-2\resources\2.2.0\resources_v2.yaml,
fase-2,responsibility,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-responsibility.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-responsibility.yaml,open-insurance-apis\fase-2\responsibility\2.0.0\insurance-responsibility.yaml,
fase-2,responsibility,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-responsibility.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-responsibility.yaml,open-insurance-apis\fase-2\responsibility\1.4.0\insurance-responsibility.yaml,
fase-2,responsibility,1.3.0,ok,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-responsibility.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-responsibility.yaml,open-insurance-apis\fase-2\responsibility\1.3.0\insurance-responsibility.yaml,
fase-2,responsibility,1.2.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-responsibility.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-responsibility.yaml,open-insurance-apis\fase-2\responsibility\1.2.1\insurance-responsibility.yaml,
fase-2,responsibility,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-responsibility.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-responsibility.yaml,open-insurance-apis\fase-2\responsibility\1.2.0\insurance-responsibility.yaml,
fase-2,rural,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-rural.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-rural.yaml,open-insurance-apis\fase-2\rural\2.0.0\insurance-rural.yaml,
fase-2,rural,1.4.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-rural.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-rural.yaml,open-insurance-apis\fase-2\rural\1.4.0\insurance-rural.yaml,
fase-2,rural,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-rural.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-rural.yaml,open-insurance-apis\fase-2\rural\1.3.0\insurance-rural.yaml,
fase-2,rural,1.2.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-rural.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-rural.yaml,open-insurance-apis\fase-2\rural\1.2.1\insurance-rural.yaml,
fase-2,rural,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-rural.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/4229e3baac6f52a7875d1487417de1371b6f689f/documentation/source/files/swagger/insurance-rural.yaml,open-insurance-apis\fase-2\rural\1.2.0\insurance-rural.yaml,
fase-2,transport,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/insurance-transport.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/insurance-transport.yaml,open-insurance-apis\fase-2\transport\2.0.0\insurance-transport.yaml,
fase-2,transport,1.3.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/insurance-transport.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/insurance-transport.yaml,open-insurance-apis\fase-2\transport\1.3.0\insurance-transport.yaml,
fase-2,transport,1.2.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-transport.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/bc242bb614e23d35aac5761b537f3a5a979295f5/documentation/source/files/swagger/insurance-transport.yaml,open-insurance-apis\fase-2\transport\1.2.0\insurance-transport.yaml,
fase-2,transport,1.1.1,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-transport.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/e18abbc3fe388810d58b2dcad0a055a155c78397/documentation/source/files/swagger/insurance-transport.yaml,open-insurance-apis\fase-2\transport\1.1.1\insurance-transport.yaml,
