phase,api,version,status,source_url,download_url,destination,error
fase-3,quote-acceptance-and-branches-abroad,1.9.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/quote-acceptance-and-branches-abroad.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/quote-acceptance-and-branches-abroad.yaml,open-insurance-apis\fase-3\quote-acceptance-and-branches-abroad\1.9.0\quote-acceptance-and-branches-abroad.yaml,
fase-3,quote-acceptance-and-branches-abroad,1.7.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/449ed881d56e2340ddda4d87fbfe4b365accf5c2/documentation/source/files/swagger/quote-acceptance-and-branches-abroad.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/449ed881d56e2340ddda4d87fbfe4b365accf5c2/documentation/source/files/swagger/quote-acceptance-and-branches-abroad.yaml,open-insurance-apis\fase-3\quote-acceptance-and-branches-abroad\1.7.0\quote-acceptance-and-branches-abroad.yaml,
fase-3,quote-auto,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/quote-auto.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/quote-auto.yaml,open-insurance-apis\fase-3\quote-auto\2.0.0\quote-auto.yaml,
fase-3,quote-auto,1.9.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/06bd37c4b907c0e9d1ca3961dfcdd0cb02cdcfd9/documentation/source/files/swagger/quote-auto.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/06bd37c4b907c0e9d1ca3961dfcdd0cb02cdcfd9/documentation/source/files/swagger/quote-auto.yaml,open-insurance-apis\fase-3\quote-auto\1.9.0\quote-auto.yaml,
fase-3,quote-auto,1.8.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/a1b9a115f86f29e096793977c10a578fbd632654/documentation/source/files/swagger/quote-auto.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/a1b9a115f86f29e096793977c10a578fbd632654/documentation/source/files/swagger/quote-auto.yaml,open-insurance-apis\fase-3\quote-auto\1.8.0\quote-auto.yaml,
fase-3,quote-auto,1.7.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/449ed881d56e2340ddda4d87fbfe4b365accf5c2/documentation/source/files/swagger/quote-auto.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/449ed881d56e2340ddda4d87fbfe4b365accf5c2/documentation/source/files/swagger/quote-auto.yaml,open-insurance-apis\fase-3\quote-auto\1.7.0\quote-auto.yaml,
fase-3,quote-auto,1.10.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/quote-auto.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/quote-auto.yaml,open-insurance-apis\fase-3\quote-auto\1.10.0\quote-auto.yaml,
fase-3,quote-financial-risk,2.0.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/current/quote-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/current/quote-financial-risk.yaml,open-insurance-apis\fase-3\quote-financial-risk\2.0.0\quote-financial-risk.yaml,
fase-3,quote-financial-risk,1.9.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/main/documentation/source/files/swagger/quote-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/main/documentation/source/files/swagger/quote-financial-risk.yaml,open-insurance-apis\fase-3\quote-financial-risk\1.9.0\quote-financial-risk.yaml,
fase-3,quote-financial-risk,1.8.0,ok,https://github.com/br-openinsurance/areadesenvolvedor/blob/a1b9a115f86f29e096793977c10a578fbd632654/documentation/source/files/swagger/quote-financial-risk.yaml,https://raw.githubusercontent.com/br-openinsurance/areadesenvolvedor/a1b9a115f86f29e096793977c10a578fbd632654/documentation/source/files/swagger/quote-financial-risk.yaml,open-insurance-apis\fase-3\quote-financial-risk\1.8.0\quote-financial-risk.yaml,
